X,lon,lat
761,-79.532157,43.8169837
762,-71.0588801,42.3600825
763,-87.6297982,41.8781136
764,-71.0588801,42.3600825
765,-87.6297982,41.8781136
766,-80.0331092,40.3959026
767,-70.9299271,42.3001338
768,-0.1277583,51.5073509
769,150.830568,-34.0516761
770,-71.0588801,42.3600825
771,-34.8828969,-8.0578381
772,-1.5490774,53.8007554
773,-95.712891,37.09024
774,-95.3698028,29.7604267
775,-71.542969,-35.675147
776,-95.712891,37.09024
777,-105.2551187,54.5259614
778,-84.3879824,33.7489954
779,-74.0059413,40.7127837
780,-51.92528,-14.235004
781,-118.6614809,34.1367208
782,-117.1610838,32.715738
783,-81.2452768,42.9849233
784,-122.3320708,47.6062095
785,-89.6662063,37.3822732
786,-96.4648398,15.6838518
787,-122.2711137,37.8043637
788,-99.133208,19.4326077
789,-79.2902133,43.0581645
790,25.5207358,-33.7139247
791,75.818674,26.9246438
792,-75.5636144,40.2481025
793,-82.913193,37.2586749
794,-104.9121967,40.3369272
795,-84.5120196,39.1031182
796,-112.0740373,33.4483771
797,-76.2710833,-12.2720956
798,-117.7903334,34.0525193
799,4.8951679,52.3702157
800,-105.8700901,34.5199402
801,-79.9958864,40.4406248
802,-73.567256,45.5016889
803,-88.0118473,41.7435073
804,-51.92528,-14.235004
805,9.1859243,45.4654219
806,-113.1262199,49.4571274
807,-77.4291298,39.0066993
808,-70.162651,18.735693
809,-118.2436849,34.0522342
810,-71.0588801,42.3600825
811,-118.2436849,34.0522342
812,151.2092955,-33.8688197
813,-74.0059413,40.7127837
814,-72.9278835,41.308274
815,-118.2436849,34.0522342
816,119.4131702,-5.1568868
817,-121.8863286,37.3382082
818,-73.9441579,40.6781784
819,-70.6692655,-33.4488897
820,-94.6858998,46.729553
821,-74.4056612,40.0583238
822,-117.1610838,32.715738
823,-75.1652215,39.9525839
824,-74.4056612,40.0583238
825,-74.0059413,40.7127837
826,-71.0588801,42.3600825
827,-87.673419,41.9504854
828,-87.6297982,41.8781136
829,-43.1728965,-22.9068467
830,151.2092955,-33.8688197
831,-70.6692655,-33.4488897
832,-99.9018131,31.9685988
833,13.914399,3.9505128
834,-80.789132,34.692156
835,-95.712891,37.09024
836,-115.1398296,36.1699412
837,-103.416501,20.6719563
838,-95.712891,37.09024
839,-85.3096801,35.0456297
840,-95.712891,37.09024
841,-79.0192997,35.7595731
842,-1.2577263,51.7520209
843,-112.259321,33.4500425
844,-95.712891,37.09024
845,126.9779692,37.566535
846,4.8951679,52.3702157
847,-8.224454,39.399872
848,12.2430437,45.6668893
849,-76.6412712,39.0457549
850,-66.9036063,10.4805937
851,-71.0588801,42.3600825
852,-71.0554052,42.3643104
853,-71.0588801,42.3600825
854,-71.0588801,42.3600825
855,-81.2287397,29.5543763
856,-122.2711137,37.8043637
857,-114.279453,51.193802
858,-82.5514869,35.5950581
859,-57.575926,-25.2637399
860,-71.0328284,42.3917638
861,-71.315505,41.4864899
862,115.8604572,-31.9505269
863,-71.0588801,42.3600825
864,-0.1277583,51.5073509
865,-7.6920536,53.1423672
866,-79.8953328,40.8611755
867,-110.9647997,30.6290675
868,-93.2650108,44.977753
869,-95.712891,37.09024
870,-84.3879824,33.7489954
871,-90.230759,15.783471
872,-83.9811014,34.1140497
873,15.2551187,54.5259614
874,-77.6109219,43.16103
875,-86.158068,39.768403
876,-63.616672,-38.416097
877,-91.5301683,41.6611277
878,-95.1860618,29.8433737
879,-103.485862,25.5891476
880,4.3854625,51.0914213
881,-110.9089304,32.2238521
882,-74.0021511,40.6188134
883,-95.3698028,29.7604267
884,-71.5723953,43.1938516
885,-102.552784,23.634501
886,-93.6091064,41.6005448
887,-0.1277583,51.5073509
888,-73.8346438,40.7017546
889,-58.2546051,-34.7206336
890,-71.5215024,41.7036711
891,-97.1383744,49.895136
892,-118.2436849,34.0522342
893,-122.6764816,45.5230622
894,14.550072,47.516231
895,-80.1917902,25.7616798
896,-71.3824374,42.4072107
897,-119.4179324,36.778261
898,-76.6121893,39.2903848
899,-122.539846,47.0042643
900,-92.4810208,39.898646
901,-71.0588801,42.3600825
902,-77.0368707,38.9071923
903,-84.3879824,33.7489954
904,-58.8306349,-27.4692131
905,-122.4194155,37.7749295
906,-84.3879824,33.7489954
907,-84.3879824,33.7489954
908,-71.0969415,42.3730594
909,-117.8903397,34.0900091
910,-95.712891,37.09024
911,-110.926479,32.2217429
912,9.0128926,40.1208752
913,-77.8600012,40.7933949
914,-95.712891,37.09024
915,-71.0588801,42.3600825
916,-51.92528,-14.235004
917,-81.6943605,41.49932
918,-87.6297982,41.8781136
919,-75.015152,-9.189967
920,-95.3698028,29.7604267
921,-73.988578,40.700359
